record_id,item,framing_arm,proof_variant,segment,n_shown,n_best,n_worst,bw_score
12.0,12,2,2,13,2,1,1,0
12.0,1,2,2,13,4,1,0,1
12.0,2,2,2,13,4,0,1,-1
12.0,3,2,1,13,4,0,3,-3
12.0,4,2,2,13,4,3,0,3
12.0,5,2,2,13,4,0,3,-3
12.0,6,2,2,13,3,1,1,0
12.0,7,2,0,13,2,0,0,0
12.0,8,2,0,13,2,2,0,2
15.0,12,1,1,15,4,1,1,0
15.0,10,1,1,15,3,3,0,3
15.0,1,1,1,15,4,1,0,1
15.0,17,1,0,15,3,0,1,-1
15.0,11,1,1,15,3,2,0,2
15.0,2,1,3,15,4,0,2,-2
15.0,13,1,1,15,4,0,3,-3
15.0,14,1,0,15,3,0,1,-1
15.0,3,1,2,15,4,0,2,-2
15.0,4,1,2,15,4,0,1,-1
15.0,15,1,1,15,2,2,0,2
15.0,5,1,1,15,4,2,0,2
15.0,16,1,1,15,2,0,0,0
15.0,6,1,3,15,4,1,1,0
15.0,7,1,0,15,3,1,0,1
15.0,8,1,0,15,3,0,1,-1
15.0,9,1,0,15,2,1,1,0
16.0,11,1,1,2,3,0,1,-1
16.0,13,1,3,2,4,0,3,-3
16.0,1,1,2,2,3,2,0,2
16.0,2,1,2,2,4,0,0,0
16.0,14,1,0,2,4,0,2,-2
16.0,12,1,1,2,3,0,1,-1
16.0,3,1,1,2,4,2,1,1
16.0,15,1,1,2,3,0,1,-1
16.0,4,1,2,2,4,2,0,2
16.0,16,1,1,2,2,0,0,0
16.0,5,1,1,2,4,1,1,0
16.0,6,1,3,2,4,3,0,3
16.0,17,1,0,2,2,0,0,0
16.0,7,1,0,2,4,0,3,-3
16.0,8,1,0,2,3,1,0,1
16.0,9,1,0,2,3,1,1,0
16.0,10,1,1,2,2,2,0,2
17.0,3,2,3,5,4,2,0,2
17.0,13,2,1,5,4,0,0,0
17.0,9,2,0,5,3,0,3,-3
17.0,12,2,2,5,3,0,1,-1
17.0,4,2,2,5,4,0,1,-1
17.0,10,2,1,5,2,0,1,-1
17.0,14,2,0,5,4,4,0,4
17.0,15,2,1,5,4,1,0,1
17.0,5,2,2,5,4,0,1,-1
17.0,11,2,1,5,2,1,0,1
17.0,16,2,1,5,4,2,0,2
17.0,6,2,1,5,3,2,1,1
17.0,7,2,0,5,3,1,0,1
17.0,17,2,0,5,3,0,3,-3
17.0,8,2,0,5,3,0,1,-1
17.0,1,2,3,5,3,1,0,1
