record_id,item,framing_arm,proof_variant,segment,n_shown,n_best,n_worst,bw_score
853.0,17,2,0,9,4,1,2,-1
853.0,9,2,0,9,3,1,1,0
853.0,1,2,2,9,4,0,1,-1
853.0,12,2,2,9,3,1,1,0
853.0,2,2,3,9,4,1,0,1
853.0,13,2,2,9,2,1,0,1
853.0,14,2,0,9,2,0,1,-1
853.0,3,2,2,9,4,0,1,-1
853.0,4,2,1,9,4,2,0,2
853.0,5,2,2,9,3,0,0,0
853.0,6,2,1,9,3,1,0,1
853.0,7,2,0,9,2,2,0,2
854.0,9,1,0,12,4,1,1,0
854.0,16,1,2,12,4,1,0,1
854.0,8,1,0,12,3,1,0,1
854.0,5,1,1,12,3,0,2,-2
854.0,6,1,3,12,2,0,1,-1
854.0,17,1,0,12,4,0,1,-1
854.0,10,1,1,12,4,0,2,-2
854.0,1,1,3,12,4,0,1,-1
854.0,11,1,2,12,4,3,0,3
854.0,7,1,0,12,2,1,0,1
854.0,12,1,1,12,4,0,3,-3
854.0,2,1,2,12,3,0,2,-2
854.0,13,1,2,12,3,0,0,0
854.0,3,1,1,12,3,2,0,2
854.0,14,1,0,12,3,0,0,0
854.0,4,1,3,12,3,2,1,1
854.0,15,1,1,12,3,3,0,3
856.0,5,1,2,13,4,2,0,2
856.0,16,1,3,13,4,0,3,-3
856.0,4,1,2,13,3,0,0,0
856.0,14,1,0,13,3,0,0,0
856.0,6,1,3,13,4,3,0,3
856.0,15,1,2,13,3,0,0,0
856.0,17,1,0,13,4,2,2,0
856.0,1,1,2,13,3,3,0,3
856.0,7,1,0,13,4,0,4,-4
856.0,8,1,0,13,4,0,2,-2
856.0,2,1,2,13,2,0,0,0
856.0,3,1,2,13,2,0,1,-1
856.0,9,1,0,13,4,1,1,0
856.0,10,1,2,13,4,3,0,3
856.0,11,1,1,13,3,0,1,-1
856.0,12,1,1,13,3,0,0,0
856.0,13,1,3,13,2,0,0,0
858.0,6,2,3,13,3,0,0,0
858.0,5,2,2,13,3,2,0,2
858.0,11,2,1,13,4,0,2,-2
858.0,9,2,0,13,3,1,1,0
858.0,7,2,0,13,3,0,1,-1
858.0,10,2,2,13,3,1,0,1
858.0,12,2,2,13,4,1,2,-1
858.0,8,2,0,13,2,1,0,1
858.0,13,2,3,13,4,0,0,0
858.0,14,2,0,13,4,2,0,2
858.0,15,2,2,13,4,1,2,-1
858.0,16,2,1,13,4,0,1,-1
858.0,17,2,0,13,4,1,1,0
858.0,1,2,1,13,4,3,0,3
858.0,2,2,3,13,3,1,1,0
858.0,3,2,1,13,2,0,2,-2
858.0,4,2,2,13,2,0,1,-1
860.0,9,1,0,12,3,1,0,1
860.0,6,1,2,12,3,0,2,-2
860.0,11,1,1,12,4,2,0,2
860.0,5,1,1,12,3,0,2,-2
860.0,7,1,0,12,3,3,0,3
860.0,12,1,1,12,4,0,3,-3
860.0,10,1,1,12,3,0,0,0
860.0,13,1,3,12,4,0,4,-4
860.0,8,1,0,12,2,0,0,0
860.0,14,1,0,12,4,0,1,-1
860.0,15,1,2,12,4,1,0,1
860.0,16,1,2,12,4,0,2,-2
860.0,17,1,0,12,4,3,0,3
860.0,1,1,1,12,4,2,0,2
860.0,2,1,3,12,3,0,0,0
860.0,3,1,3,12,2,0,0,0
860.0,4,1,2,12,2,2,0,2
864.0,12,1,1,3,4,0,0,0
864.0,7,1,0,3,3,1,1,0
864.0,3,1,1,3,4,1,0,1
864.0,10,1,1,3,3,3,0,3
864.0,13,1,1,3,4,0,1,-1
864.0,8,1,0,3,3,0,1,-1
864.0,11,1,1,3,3,3,0,3
864.0,4,1,1,3,3,2,0,2
864.0,9,1,0,3,2,0,0,0
864.0,14,1,0,3,4,1,1,0
864.0,5,1,2,3,3,0,2,-2
864.0,6,1,3,3,3,1,0,1
864.0,15,1,1,3,4,0,2,-2
864.0,16,1,3,3,4,0,3,-3
864.0,17,1,0,3,3,1,0,1
864.0,1,1,1,3,3,1,1,0
864.0,2,1,1,3,3,0,2,-2
865.0,1,2,2,16,3,1,2,-1
865.0,6,2,1,16,4,2,0,2
865.0,4,2,1,16,3,1,0,1
865.0,17,2,0,16,3,1,0,1
865.0,5,2,1,16,3,0,0,0
865.0,7,2,0,16,4,1,0,1
865.0,2,2,1,16,3,2,0,2
865.0,3,2,1,16,2,1,1,0
865.0,8,2,0,16,4,0,1,-1
865.0,9,2,0,16,4,1,1,0
865.0,10,2,2,16,4,4,0,4
865.0,11,2,1,16,4,0,1,-1
865.0,12,2,2,16,4,0,3,-3
865.0,13,2,3,16,4,0,4,-4
865.0,14,2,0,16,3,0,0,0
865.0,15,2,2,16,2,0,0,0
865.0,16,2,3,16,2,0,1,-1
866.0,11,1,1,14,3,1,0,1
866.0,13,1,1,14,4,1,1,0
866.0,1,1,1,14,3,0,1,-1
866.0,2,1,2,14,4,2,2,0
866.0,14,1,0,14,4,0,1,-1
866.0,12,1,2,14,3,0,1,-1
866.0,3,1,3,14,4,0,2,-2
866.0,15,1,1,14,3,1,2,-1
866.0,4,1,2,14,4,1,0,1
866.0,16,1,2,14,2,2,0,2
866.0,5,1,1,14,4,0,2,-2
866.0,6,1,1,14,4,0,1,-1
866.0,17,1,0,14,2,0,0,0
866.0,7,1,0,14,4,2,0,2
866.0,8,1,0,14,3,1,0,1
866.0,9,1,0,14,3,2,0,2
866.0,10,1,1,14,2,1,1,0
869.0,2,1,1,15,4,3,0,3
869.0,6,1,3,15,3,0,0,0
869.0,11,1,1,15,4,4,0,4
869.0,9,1,0,15,3,0,2,-2
869.0,10,1,2,15,3,0,0,0
869.0,7,1,0,15,3,0,0,0
869.0,3,1,2,15,3,0,2,-2
869.0,12,1,1,15,4,2,2,0
869.0,13,1,2,15,4,1,1,0
869.0,8,1,0,15,2,0,0,0
869.0,4,1,2,15,3,0,1,-1
869.0,5,1,2,15,3,0,1,-1
869.0,14,1,0,15,4,0,2,-2
869.0,15,1,2,15,4,1,2,-1
869.0,16,1,1,15,3,0,1,-1
869.0,17,1,0,15,3,1,0,1
869.0,1,1,2,15,3,2,0,2
870.0,8,2,0,9,4,2,1,1
870.0,7,2,0,9,3,0,0,0
870.0,15,2,2,9,4,1,0,1
870.0,4,2,3,9,3,0,1,-1
870.0,16,2,1,9,4,0,1,-1
870.0,9,2,0,9,4,1,1,0
870.0,5,2,1,9,2,1,0,1
870.0,10,2,2,9,4,1,2,-1
870.0,6,2,2,9,2,1,1,0
870.0,17,2,0,9,4,3,0,3
870.0,11,2,2,9,4,0,0,0
870.0,1,2,1,9,3,0,2,-2
870.0,12,2,1,9,3,1,2,-1
870.0,2,2,1,9,3,0,2,-2
870.0,13,2,2,9,3,0,0,0
870.0,3,2,2,9,3,2,0,2
870.0,14,2,0,9,3,1,1,0
871.0,5,1,2,11,4,1,0,1
871.0,17,1,0,11,3,2,0,2
871.0,16,1,3,11,3,1,0,1
871.0,3,1,1,11,3,0,2,-2
871.0,6,1,2,11,4,0,0,0
871.0,1,1,3,11,3,0,2,-2
871.0,4,1,2,11,3,0,1,-1
871.0,2,1,3,11,2,2,0,2
871.0,7,1,0,11,4,1,1,0
871.0,8,1,0,11,4,1,0,1
871.0,9,1,0,11,4,2,1,1
871.0,10,1,1,11,4,2,0,2
871.0,11,1,2,11,4,1,2,-1
871.0,12,1,2,11,4,0,1,-1
871.0,13,1,3,11,3,1,2,-1
871.0,14,1,0,11,2,0,1,-1
871.0,15,1,1,11,2,0,1,-1
872.0,2,2,2,10,3,1,1,0
872.0,1,2,3,10,3,0,0,0
872.0,7,2,0,10,4,2,1,1
872.0,5,2,1,10,3,0,0,0
872.0,3,2,3,10,3,1,2,-1
872.0,8,2,0,10,4,0,4,-4
872.0,6,2,2,10,3,2,0,2
872.0,9,2,0,10,4,1,1,0
872.0,4,2,3,10,2,0,0,0
872.0,10,2,2,10,4,2,0,2
872.0,11,2,1,10,4,0,1,-1
872.0,12,2,1,10,4,2,0,2
872.0,13,2,1,10,4,0,1,-1
872.0,14,2,0,10,4,0,0,0
872.0,15,2,1,10,3,2,1,1
872.0,16,2,2,10,2,0,2,-2
872.0,17,2,0,10,2,1,0,1
874.0,2,2,1,16,4,3,1,2
874.0,10,2,2,16,4,0,1,-1
874.0,14,2,0,16,3,0,0,0
874.0,17,2,0,16,3,0,2,-2
874.0,15,2,2,16,3,0,0,0
874.0,11,2,2,16,3,1,1,0
874.0,3,2,1,16,4,2,0,2
874.0,1,2,1,16,3,0,3,-3
874.0,16,2,1,16,2,0,0,0
874.0,4,2,1,16,4,3,0,3
874.0,12,2,1,16,3,0,2,-2
874.0,5,2,2,16,4,3,0,3
874.0,13,2,1,16,3,1,0,1
874.0,6,2,3,16,4,1,0,1
874.0,7,2,0,16,3,0,1,-1
874.0,8,2,0,16,3,0,2,-2
874.0,9,2,0,16,3,0,1,-1
876.0,3,2,2,3,4,0,2,-2
876.0,15,2,2,3,3,0,0,0
876.0,1,2,3,3,3,0,0,0
876.0,14,2,0,3,3,1,0,1
876.0,2,2,1,3,3,1,0,1
876.0,4,2,1,3,4,2,0,2
876.0,16,2,3,3,3,0,3,-3
876.0,5,2,1,3,4,3,0,3
876.0,17,2,0,3,2,0,1,-1
876.0,6,2,2,3,4,0,1,-1
876.0,7,2,0,3,4,0,1,-1
876.0,8,2,0,3,4,0,3,-3
876.0,9,2,0,3,4,2,0,2
876.0,10,2,2,3,4,2,0,2
876.0,11,2,1,3,3,3,0,3
876.0,12,2,2,3,2,0,1,-1
876.0,13,2,2,3,2,0,2,-2
877.0,16,2,2,16,4,0,1,-1
877.0,9,2,0,16,4,3,0,3
877.0,8,2,0,16,3,0,1,-1
877.0,5,2,1,16,3,0,0,0
877.0,6,2,3,16,2,2,0,2
877.0,10,2,2,16,4,1,1,0
877.0,17,2,0,16,4,1,0,1
877.0,1,2,1,16,4,2,0,2
877.0,7,2,0,16,2,0,0,0
877.0,11,2,1,16,4,3,1,2
877.0,12,2,1,16,4,1,1,0
877.0,2,2,2,16,3,0,1,-1
877.0,13,2,2,16,3,0,2,-2
877.0,3,2,3,16,3,0,1,-1
877.0,14,2,0,16,3,0,2,-2
877.0,4,2,1,16,3,1,1,0
877.0,15,2,2,16,3,0,2,-2
878.0,14,2,0,3,4,0,1,-1
878.0,1,2,3,3,3,0,0,0
878.0,4,2,3,3,3,0,2,-2
878.0,6,2,3,3,4,2,0,2
878.0,15,2,1,3,3,0,0,0
878.0,5,2,2,3,3,3,0,3
878.0,2,2,2,3,3,0,1,-1
878.0,7,2,0,3,4,0,3,-3
878.0,8,2,0,3,4,0,1,-1
878.0,3,2,2,3,2,1,0,1
878.0,16,2,1,3,3,0,2,-2
878.0,17,2,0,3,3,0,1,-1
878.0,9,2,0,3,4,2,0,2
878.0,10,2,2,3,4,2,0,2
878.0,11,2,2,3,3,2,0,2
878.0,12,2,2,3,3,2,1,1
878.0,13,2,1,3,3,0,2,-2
879.0,6,1,2,12,4,0,3,-3
879.0,5,1,2,12,3,2,1,1
879.0,2,1,1,12,3,0,0,0
879.0,13,1,2,12,4,0,2,-2
879.0,7,1,0,12,4,0,2,-2
879.0,3,1,3,12,2,1,0,1
879.0,14,1,0,12,4,1,0,1
879.0,4,1,1,12,2,1,0,1
879.0,15,1,1,12,4,0,2,-2
879.0,8,1,0,12,4,2,1,1
879.0,16,1,1,12,3,0,0,0
879.0,9,1,0,12,4,1,2,-1
879.0,10,1,1,12,3,1,0,1
879.0,17,1,0,12,3,3,0,3
879.0,1,1,3,12,3,1,0,1
879.0,11,1,2,12,3,0,1,-1
879.0,12,1,1,12,3,1,0,1
880.0,7,2,0,16,3,2,0,2
880.0,9,2,0,16,4,0,0,0
880.0,15,2,1,16,4,0,2,-2
880.0,14,2,0,16,3,0,1,-1
880.0,8,2,0,16,3,0,1,-1
880.0,16,2,3,16,4,0,4,-4
880.0,10,2,2,16,4,4,0,4
880.0,17,2,0,16,4,0,2,-2
880.0,11,2,1,16,3,2,0,2
880.0,1,2,3,16,4,1,0,1
880.0,12,2,2,16,2,0,0,0
880.0,13,2,3,16,2,0,1,-1
880.0,2,2,3,16,4,2,0,2
880.0,3,2,1,16,4,0,2,-2
880.0,4,2,2,16,3,2,1,1
880.0,5,2,1,16,3,0,0,0
880.0,6,2,1,16,2,1,0,1
881.0,10,2,2,9,4,2,1,1
881.0,1,2,3,9,4,1,0,1
881.0,8,2,0,9,3,0,0,0
881.0,5,2,1,9,3,2,0,2
881.0,2,2,1,9,3,2,0,2
881.0,6,2,1,9,3,0,2,-2
881.0,11,2,1,9,4,3,0,3
881.0,9,2,0,9,3,0,2,-2
881.0,3,2,3,9,3,1,0,1
881.0,7,2,0,9,2,0,1,-1
881.0,12,2,2,9,4,0,1,-1
881.0,4,2,2,9,3,0,0,0
881.0,13,2,3,9,4,0,1,-1
881.0,14,2,0,9,4,1,0,1
881.0,15,2,2,9,3,1,2,-1
881.0,16,2,3,9,3,0,2,-2
881.0,17,2,0,9,3,1,2,-1
883.0,6,1,1,2,3,1,2,-1
883.0,9,1,0,2,3,0,1,-1
883.0,17,1,0,2,4,0,1,-1
883.0,10,1,2,2,4,3,0,3
883.0,11,1,1,2,4,3,0,3
883.0,1,1,2,2,4,4,0,4
883.0,7,1,0,2,2,1,1,0
883.0,8,1,0,2,2,0,2,-2
883.0,12,1,2,2,4,1,0,1
883.0,2,1,1,2,4,0,0,0
883.0,3,1,2,2,3,0,1,-1
883.0,13,1,1,2,4,0,1,-1
883.0,14,1,0,2,3,0,0,0
883.0,4,1,3,2,3,0,2,-2
883.0,15,1,1,2,3,0,1,-1
883.0,5,1,1,2,3,1,0,1
883.0,16,1,1,2,3,0,2,-2
884.0,17,1,0,14,4,0,1,-1
884.0,15,1,1,14,3,1,1,0
884.0,12,1,1,14,3,2,0,2
884.0,11,1,1,14,3,0,0,0
884.0,1,1,2,14,4,0,1,-1
884.0,16,1,1,14,3,0,3,-3
884.0,13,1,3,14,3,1,1,0
884.0,14,1,0,14,2,0,1,-1
884.0,2,1,3,14,4,0,1,-1
884.0,3,1,3,14,4,2,0,2
884.0,4,1,1,14,4,1,2,-1
884.0,5,1,1,14,4,1,1,0
884.0,6,1,1,14,4,1,0,1
884.0,7,1,0,14,4,2,1,1
884.0,8,1,0,14,3,2,0,2
884.0,9,1,0,14,2,0,1,-1
884.0,10,1,1,14,2,1,0,1
885.0,15,2,2,15,3,1,0,1
885.0,12,2,2,15,3,0,2,-2
885.0,17,2,0,15,4,1,0,1
885.0,11,2,2,15,3,1,1,0
885.0,1,2,3,15,4,2,2,0
885.0,16,2,2,15,3,0,2,-2
885.0,13,2,2,15,3,0,3,-3
885.0,14,2,0,15,2,0,1,-1
885.0,2,2,3,15,4,0,1,-1
885.0,3,2,3,15,4,0,1,-1
885.0,4,2,2,15,4,0,0,0
885.0,5,2,2,15,4,3,0,3
885.0,6,2,2,15,4,4,0,4
885.0,7,2,0,15,4,1,0,1
885.0,8,2,0,15,3,0,1,-1
885.0,9,2,0,15,2,1,0,1
885.0,10,2,2,15,2,0,0,0
886.0,15,1,1,16,3,0,2,-2
886.0,12,1,1,16,3,2,1,1
886.0,17,1,0,16,4,0,1,-1
886.0,11,1,2,16,3,0,0,0
886.0,1,1,2,16,4,1,1,0
886.0,16,1,1,16,3,1,1,0
886.0,13,1,2,16,3,0,0,0
886.0,14,1,0,16,2,1,0,1
886.0,2,1,2,16,4,1,2,-1
886.0,3,1,2,16,4,0,0,0
886.0,4,1,1,16,4,1,3,-2
886.0,5,1,2,16,4,1,2,-1
886.0,6,1,3,16,4,2,0,2
886.0,7,1,0,16,4,0,1,-1
886.0,8,1,0,16,3,2,0,2
886.0,9,1,0,16,2,1,0,1
886.0,10,1,2,16,2,1,0,1
887.0,16,1,2,16,4,1,0,1
887.0,11,1,1,16,3,1,1,0
887.0,14,1,0,16,3,2,0,2
887.0,7,1,0,16,4,0,3,-3
887.0,17,1,0,16,4,1,0,1
887.0,15,1,1,16,3,0,0,0
887.0,8,1,0,16,3,0,2,-2
887.0,12,1,2,16,3,2,0,2
887.0,13,1,2,16,2,0,1,-1
887.0,9,1,0,16,3,0,1,-1
887.0,1,1,1,16,4,1,0,1
887.0,10,1,1,16,3,1,0,1
887.0,2,1,1,16,4,0,1,-1
887.0,3,1,3,16,4,3,0,3
887.0,4,1,1,16,3,0,2,-2
887.0,5,1,1,16,3,2,0,2
887.0,6,1,3,16,3,0,3,-3
889.0,8,1,0,12,3,1,0,1
889.0,1,1,1,12,4,3,0,3
889.0,10,1,1,12,4,0,4,-4
889.0,5,1,2,12,3,2,0,2
889.0,9,1,0,12,3,2,0,2
889.0,6,1,3,12,3,0,1,-1
889.0,11,1,2,12,4,0,4,-4
889.0,2,1,2,12,3,1,0,1
889.0,3,1,1,12,3,0,0,0
889.0,7,1,0,12,2,2,0,2
889.0,12,1,2,12,4,0,2,-2
889.0,4,1,3,12,3,0,0,0
889.0,13,1,3,12,4,0,2,-2
889.0,14,1,0,12,4,0,0,0
889.0,15,1,2,12,3,2,0,2
889.0,16,1,2,12,3,0,0,0
889.0,17,1,0,12,3,1,1,0
890.0,17,1,0,14,3,2,0,2
890.0,7,1,0,14,3,1,2,-1
890.0,8,1,0,14,4,0,0,0
890.0,2,1,3,14,4,2,1,1
890.0,1,1,1,14,3,1,2,-1
890.0,3,1,3,14,4,0,3,-3
890.0,9,1,0,14,4,0,0,0
890.0,4,1,3,14,3,1,0,1
890.0,10,1,1,14,4,2,2,0
890.0,5,1,2,14,2,0,0,0
890.0,11,1,2,14,4,0,0,0
890.0,12,1,1,14,4,0,0,0
890.0,6,1,3,14,2,0,2,-2
890.0,13,1,1,14,4,2,0,2
890.0,14,1,0,14,3,2,0,2
890.0,15,1,1,14,3,1,1,0
890.0,16,1,2,14,2,0,1,-1
891.0,8,2,0,16,4,0,2,-2
891.0,7,2,0,16,3,2,0,2
891.0,2,2,2,16,4,0,3,-3
891.0,17,2,0,16,3,2,0,2
891.0,1,2,3,16,3,1,0,1
891.0,3,2,3,16,4,1,2,-1
891.0,9,2,0,16,4,0,2,-2
891.0,10,2,2,16,4,1,1,0
891.0,4,2,1,16,3,1,0,1
891.0,5,2,2,16,2,0,0,0
891.0,11,2,1,16,4,3,0,3
891.0,6,2,3,16,2,1,0,1
891.0,12,2,1,16,4,0,1,-1
891.0,13,2,1,16,4,0,2,-2
891.0,14,2,0,16,3,0,0,0
891.0,15,2,1,16,3,2,0,2
891.0,16,2,3,16,2,0,1,-1
892.0,14,1,0,1,4,0,1,-1
892.0,8,1,0,1,4,1,0,1
892.0,6,1,2,1,3,1,1,0
892.0,13,1,2,1,3,0,1,-1
892.0,7,1,0,1,3,0,0,0
892.0,15,1,2,1,4,1,3,-2
892.0,9,1,0,1,4,0,4,-4
892.0,10,1,1,1,3,1,0,1
892.0,16,1,3,1,4,0,0,0
892.0,17,1,0,1,4,3,1,2
892.0,11,1,2,1,2,0,1,-1
892.0,12,1,1,1,2,1,1,0
892.0,1,1,2,1,4,2,0,2
892.0,2,1,2,1,4,1,1,0
892.0,3,1,3,1,3,2,0,2
892.0,4,1,2,1,3,0,0,0
892.0,5,1,1,1,2,1,0,1
894.0,15,2,2,9,4,2,1,1
894.0,10,2,2,9,3,2,1,1
894.0,9,2,0,9,3,1,1,0
894.0,13,2,3,9,3,1,1,0
894.0,16,2,3,9,4,1,0,1
894.0,14,2,0,9,3,0,1,-1
894.0,11,2,2,9,3,0,2,-2
894.0,17,2,0,9,4,1,2,-1
894.0,12,2,2,9,2,0,0,0
894.0,1,2,1,9,4,1,0,1
894.0,2,2,1,9,4,1,0,1
894.0,3,2,1,9,4,0,3,-3
894.0,4,2,2,9,4,0,0,0
894.0,5,2,2,9,4,2,1,1
894.0,6,2,1,9,3,2,1,1
894.0,7,2,0,9,2,0,0,0
894.0,8,2,0,9,2,0,0,0
897.0,15,2,2,12,3,0,0,0
897.0,8,2,0,12,4,0,3,-3
897.0,17,2,0,12,4,0,1,-1
897.0,12,2,1,12,3,2,0,2
897.0,13,2,2,12,3,1,0,1
897.0,9,2,0,12,3,1,0,1
897.0,16,2,2,12,3,2,0,2
897.0,1,2,2,12,4,0,1,-1
897.0,10,2,2,12,3,2,0,2
897.0,2,2,1,12,4,0,1,-1
897.0,14,2,0,12,2,0,1,-1
897.0,3,2,1,12,4,0,4,-4
897.0,11,2,2,12,3,1,0,1
897.0,4,2,3,12,4,4,0,4
897.0,5,2,1,12,3,1,0,1
897.0,6,2,3,12,3,0,2,-2
897.0,7,2,0,12,3,0,1,-1
898.0,2,1,2,6,3,0,1,-1
898.0,12,1,2,6,4,2,0,2
898.0,4,1,3,6,4,0,2,-2
898.0,16,1,2,6,3,1,0,1
898.0,17,1,0,6,3,0,0,0
898.0,13,1,1,6,3,0,1,-1
898.0,5,1,2,6,4,2,0,2
898.0,3,1,1,6,3,0,2,-2
898.0,14,1,0,6,3,0,2,-2
898.0,6,1,2,6,4,2,0,2
898.0,1,1,2,6,2,0,1,-1
898.0,7,1,0,6,4,1,0,1
898.0,15,1,2,6,3,0,3,-3
898.0,8,1,0,6,4,0,2,-2
898.0,9,1,0,6,3,0,0,0
898.0,10,1,2,6,3,3,0,3
898.0,11,1,2,6,3,3,0,3
899.0,2,2,3,2,3,0,1,-1
899.0,10,2,1,2,4,2,0,2
899.0,4,2,3,2,4,1,0,1
899.0,9,2,0,2,3,2,0,2
899.0,5,2,1,2,4,3,0,3
899.0,3,2,1,2,3,2,0,2
899.0,11,2,1,2,4,0,3,-3
899.0,6,2,3,2,3,0,2,-2
899.0,12,2,2,2,4,0,2,-2
899.0,13,2,3,2,4,1,1,0
899.0,7,2,0,2,2,0,1,-1
899.0,14,2,0,2,4,0,1,-1
899.0,8,2,0,2,2,1,0,1
899.0,15,2,1,2,4,0,0,0
899.0,16,2,3,2,3,0,3,-3
899.0,17,2,0,2,3,0,0,0
899.0,1,2,2,2,2,2,0,2
900.0,1,2,3,8,3,0,2,-2
900.0,14,2,0,8,3,1,0,1
900.0,15,2,2,8,3,0,1,-1
900.0,3,2,3,8,4,1,2,-1
900.0,2,2,2,8,3,1,0,1
900.0,16,2,3,8,3,1,0,1
900.0,4,2,2,8,4,1,0,1
900.0,17,2,0,8,2,0,1,-1
900.0,5,2,2,8,4,1,1,0
900.0,6,2,3,8,4,1,0,1
900.0,7,2,0,8,4,0,1,-1
900.0,8,2,0,8,4,1,2,-1
900.0,9,2,0,8,4,2,2,0
900.0,10,2,2,8,4,2,0,2
900.0,11,2,1,8,3,0,2,-2
900.0,12,2,2,8,2,1,0,1
900.0,13,2,3,8,2,1,0,1
901.0,13,1,1,12,3,0,0,0
901.0,15,1,2,12,4,0,2,-2
901.0,9,1,0,12,3,1,1,0
901.0,10,1,1,12,3,1,0,1
901.0,11,1,2,12,3,1,2,-1
901.0,14,1,0,12,3,0,0,0
901.0,16,1,2,12,4,4,0,4
901.0,12,1,2,12,2,0,0,0
901.0,17,1,0,12,4,2,0,2
901.0,1,1,1,12,4,1,1,0
901.0,2,1,1,12,4,0,1,-1
901.0,3,1,1,12,4,0,3,-3
901.0,4,1,1,12,4,1,1,0
901.0,5,1,1,12,4,1,1,0
901.0,6,1,2,12,3,0,1,-1
901.0,7,1,0,12,2,0,1,-1
901.0,8,1,0,12,2,2,0,2
902.0,17,1,0,11,4,0,3,-3
902.0,12,1,1,11,3,1,0,1
902.0,8,1,0,11,4,3,0,3
902.0,15,1,1,11,3,0,1,-1
902.0,9,1,0,11,3,1,1,0
902.0,13,1,2,11,3,1,0,1
902.0,1,1,2,11,4,1,1,0
902.0,16,1,2,11,3,0,0,0
902.0,10,1,2,11,3,1,1,0
902.0,14,1,0,11,2,0,1,-1
902.0,2,1,3,11,4,0,1,-1
902.0,11,1,2,11,3,2,1,1
902.0,3,1,1,11,4,1,2,-1
902.0,4,1,3,11,4,1,1,0
902.0,5,1,1,11,3,1,0,1
902.0,6,1,3,11,3,0,1,-1
902.0,7,1,0,11,3,1,0,1
903.0,7,2,0,14,4,0,2,-2
903.0,5,2,2,14,3,2,0,2
903.0,15,2,2,14,4,2,0,2
903.0,2,2,2,14,3,1,0,1
903.0,8,2,0,14,4,1,1,0
903.0,6,2,2,14,3,1,2,-1
903.0,3,2,1,14,3,1,0,1
903.0,16,2,1,14,3,0,1,-1
903.0,17,2,0,14,3,0,1,-1
903.0,4,2,2,14,2,1,0,1
903.0,9,2,0,14,4,1,0,1
903.0,1,2,3,14,3,0,1,-1
903.0,10,2,1,14,4,2,1,1
903.0,11,2,2,14,4,1,2,-1
903.0,12,2,2,14,3,0,2,-2
903.0,13,2,1,14,3,0,1,-1
903.0,14,2,0,14,3,1,0,1
906.0,15,2,1,16,4,2,0,2
906.0,4,2,3,16,4,0,2,-2
906.0,13,2,3,16,3,0,2,-2
906.0,3,2,2,16,3,0,1,-1
906.0,16,2,2,16,4,0,3,-3
906.0,14,2,0,16,3,1,0,1
906.0,5,2,2,16,4,1,0,1
906.0,17,2,0,16,3,1,1,0
906.0,6,2,1,16,4,0,0,0
906.0,1,2,3,16,2,0,0,0
906.0,7,2,0,16,4,1,2,-1
906.0,8,2,0,16,4,3,1,2
906.0,2,2,3,16,2,0,0,0
906.0,9,2,0,16,4,1,0,1
906.0,10,2,2,16,3,1,1,0
906.0,11,2,1,16,3,2,1,1
906.0,12,2,2,16,2,1,0,1
907.0,8,1,0,13,3,0,0,0
907.0,9,1,0,13,4,0,1,-1
907.0,3,1,1,13,4,4,0,4
907.0,1,1,1,13,3,0,2,-2
907.0,2,1,3,13,3,1,1,0
907.0,4,1,3,13,4,1,2,-1
907.0,10,1,1,13,4,1,1,0
907.0,5,1,1,13,3,0,0,0
907.0,11,1,1,13,4,1,0,1
907.0,6,1,1,13,2,1,0,1
907.0,12,1,1,13,4,0,1,-1
907.0,13,1,1,13,4,0,1,-1
907.0,7,1,0,13,2,2,0,2
907.0,14,1,0,13,4,1,3,-2
907.0,15,1,1,13,3,1,0,1
907.0,16,1,2,13,3,0,1,-1
907.0,17,1,0,13,2,1,1,0
908.0,16,1,3,9,3,0,1,-1
908.0,11,1,1,9,4,1,1,0
908.0,17,1,0,9,4,0,0,0
908.0,9,1,0,9,3,2,0,2
908.0,1,1,1,9,4,0,2,-2
908.0,10,1,1,9,3,1,0,1
908.0,12,1,2,9,4,2,1,1
908.0,2,1,2,9,4,0,0,0
908.0,13,1,1,9,3,0,1,-1
908.0,3,1,1,9,4,2,0,2
908.0,14,1,0,9,2,0,2,-2
908.0,4,1,1,9,4,1,1,0
908.0,15,1,1,9,2,0,2,-2
908.0,5,1,2,9,4,1,1,0
908.0,6,1,3,9,3,2,0,2
908.0,7,1,0,9,3,2,0,2
908.0,8,1,0,9,2,0,2,-2
911.0,16,1,1,15,4,3,0,3
911.0,3,1,1,15,3,1,1,0
911.0,8,1,0,15,4,0,4,-4
911.0,6,1,3,15,3,0,1,-1
911.0,7,1,0,15,3,0,1,-1
911.0,4,1,1,15,3,3,0,3
911.0,17,1,0,15,3,0,0,0
911.0,9,1,0,15,4,0,2,-2
911.0,5,1,1,15,2,1,0,1
911.0,10,1,1,15,4,3,0,3
911.0,1,1,1,15,3,0,0,0
911.0,2,1,3,15,3,0,3,-3
911.0,11,1,2,15,4,1,1,0
911.0,12,1,1,15,4,1,0,1
911.0,13,1,3,15,3,0,0,0
911.0,14,1,0,15,3,1,0,1
911.0,15,1,1,15,3,0,1,-1
912.0,2,2,3,3,4,4,0,4
912.0,10,2,1,3,4,2,0,2
912.0,17,2,0,3,3,0,1,-1
912.0,14,2,0,3,3,0,0,0
912.0,3,2,3,3,4,0,1,-1
912.0,11,2,1,3,3,1,0,1
912.0,1,2,3,3,3,2,1,1
912.0,15,2,2,3,3,1,1,0
912.0,4,2,3,3,4,0,2,-2
