source,item,code,wave,cut,n,n_wgt,metric,mean,top3,bot3,net,pct,val,f1,f2,f3,f4,f5,f6,f7,sig,stat
demos,XQREGION,region=Northeast,,GHI,22,32.5,pct,,,,,31.0,,,,,,,,,1,2.55
demos,XQREGION,region=Midwest,,TOTAL,248,194.0,pct,,,,,23.8,,,,,,,,,0,0.0
demos,XQREGION,region=Midwest,,TSP,22,6.7,pct,,,,,34.4,,,,,,,,,1,2.06
demos,XQREGION,region=Midwest,,CEC,11,8.1,pct,,,,,16.2,,,,,,,,,0,-1.52
demos,XQREGION,region=Midwest,,TC,19,17.1,pct,,,,,27.5,,,,,,,,,0,0.76
demos,XQREGION,region=Midwest,,HF,10,3.7,pct,,,,,23.3,,,,,,,,,0,-0.08
demos,XQREGION,region=Midwest,,PP,18,6.9,pct,,,,,29.0,,,,,,,,,0,1.01
demos,XQREGION,region=Midwest,,WE,21,27.4,pct,,,,,30.0,,,,,,,,,0,1.27
demos,XQREGION,region=Midwest,,PFF,14,7.7,pct,,,,,24.1,,,,,,,,,0,0.07
demos,XQREGION,region=Midwest,,HHN,14,5.6,pct,,,,,23.3,,,,,,,,,0,-0.08
demos,XQREGION,region=Midwest,,MFL,10,6.1,pct,,,,,14.5,,,,,,,,,0,-1.87
demos,XQREGION,region=Midwest,,VS,11,6.9,pct,,,,,16.4,,,,,,,,,0,-1.46
demos,XQREGION,region=Midwest,,UCP,20,32.9,pct,,,,,29.0,,,,,,,,,0,1.06
demos,XQREGION,region=Midwest,,FJP,16,24.8,pct,,,,,22.2,,,,,,,,,0,-0.32
demos,XQREGION,region=Midwest,,HCP,20,15.5,pct,,,,,28.6,,,,,,,,,0,0.98
demos,XQREGION,region=Midwest,,HAD,17,7.9,pct,,,,,26.2,,,,,,,,,0,0.47
demos,XQREGION,region=Midwest,,HCI,14,6.9,pct,,,,,20.9,,,,,,,,,0,-0.57
demos,XQREGION,region=Midwest,,GHI,11,9.6,pct,,,,,15.5,,,,,,,,,0,-1.69
demos,XQREGION,region=South,,TOTAL,385,398.5,pct,,,,,36.9,,,,,,,,,0,0.0
demos,XQREGION,region=South,,TSP,19,7.4,pct,,,,,29.7,,,,,,,,,0,-1.23
demos,XQREGION,region=South,,CEC,33,34.3,pct,,,,,48.5,,,,,,,,,1,2.06
demos,XQREGION,region=South,,TC,22,22.9,pct,,,,,31.9,,,,,,,,,0,-0.89
demos,XQREGION,region=South,,HF,16,11.6,pct,,,,,37.2,,,,,,,,,0,0.05
demos,XQREGION,region=South,,PP,27,11.3,pct,,,,,43.5,,,,,,,,,0,1.12
demos,XQREGION,region=South,,WE,26,40.5,pct,,,,,37.1,,,,,,,,,0,0.05
demos,XQREGION,region=South,,PFF,23,18.6,pct,,,,,39.7,,,,,,,,,0,0.45
demos,XQREGION,region=South,,HHN,18,11.5,pct,,,,,30.0,,,,,,,,,0,-1.14
demos,XQREGION,region=South,,MFL,29,24.7,pct,,,,,42.0,,,,,,,,,0,0.92
demos,XQREGION,region=South,,VS,31,26.8,pct,,,,,46.3,,,,,,,,,0,1.65
demos,XQREGION,region=South,,UCP,20,25.3,pct,,,,,29.0,,,,,,,,,0,-1.41
demos,XQREGION,region=South,,FJP,33,42.8,pct,,,,,45.8,,,,,,,,,0,1.63
demos,XQREGION,region=South,,HCP,22,39.1,pct,,,,,31.4,,,,,,,,,0,-0.98
demos,XQREGION,region=South,,HAD,22,37.6,pct,,,,,33.8,,,,,,,,,0,-0.52
demos,XQREGION,region=South,,HCI,28,26.2,pct,,,,,41.8,,,,,,,,,0,0.86
demos,XQREGION,region=South,,GHI,16,17.9,pct,,,,,22.5,,,,,,,,,2,-2.59
demos,XQREGION,region=West,,TOTAL,207,299.3,pct,,,,,19.8,,,,,,,,,0,0.0
demos,XQREGION,region=West,,TSP,14,8.7,pct,,,,,21.9,,,,,,,,,0,0.42
demos,XQREGION,region=West,,CEC,14,20.2,pct,,,,,20.6,,,,,,,,,0,0.16
demos,XQREGION,region=West,,TC,9,9.2,pct,,,,,13.0,,,,,,,,,0,-1.46
demos,XQREGION,region=West,,HF,7,4.8,pct,,,,,16.3,,,,,,,,,0,-0.6
demos,XQREGION,region=West,,PP,9,5.7,pct,,,,,14.5,,,,,,,,,0,-1.08
demos,XQREGION,region=West,,WE,13,20.5,pct,,,,,18.6,,,,,,,,,0,-0.27
demos,XQREGION,region=West,,PFF,14,14.9,pct,,,,,24.1,,,,,,,,,0,0.85
demos,XQREGION,region=West,,HHN,13,7.7,pct,,,,,21.7,,,,,,,,,0,0.37
demos,XQREGION,region=West,,MFL,15,14.3,pct,,,,,21.7,,,,,,,,,0,0.41
demos,XQREGION,region=West,,VS,14,13.3,pct,,,,,20.9,,,,,,,,,0,0.23
demos,XQREGION,region=West,,UCP,19,44.1,pct,,,,,27.5,,,,,,,,,0,1.66
demos,XQREGION,region=West,,FJP,8,13.9,pct,,,,,11.1,,,,,,,,,0,-1.92
demos,XQREGION,region=West,,HCP,11,19.7,pct,,,,,15.7,,,,,,,,,0,-0.89
demos,XQREGION,region=West,,HAD,14,31.7,pct,,,,,21.5,,,,,,,,,0,0.36
demos,XQREGION,region=West,,HCI,11,24.1,pct,,,,,16.4,,,,,,,,,0,-0.72
demos,XQREGION,region=West,,GHI,22,46.6,pct,,,,,31.0,,,,,,,,,1,2.44
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,TOTAL,806,847.9,pct,,,,,77.2,,,,,,,,,0,0.0
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,TSP,48,19.6,pct,,,,,75.0,,,,,,,,,0,-0.43
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,CEC,50,49.9,pct,,,,,73.5,,,,,,,,,0,-0.75
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,TC,59,50.3,pct,,,,,85.5,,,,,,,,,0,1.7
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,HF,28,14.7,pct,,,,,65.1,,,,,,,,,0,-1.93
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,PP,37,16.2,pct,,,,,59.7,,,,,,,,,2,-3.39
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,WE,54,74.8,pct,,,,,77.1,,,,,,,,,0,-0.01
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,PFF,44,35.0,pct,,,,,75.9,,,,,,,,,0,-0.25
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,HHN,51,24.6,pct,,,,,85.0,,,,,,,,,0,1.48
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,MFL,52,38.5,pct,,,,,75.4,,,,,,,,,0,-0.38
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,VS,51,37.3,pct,,,,,76.1,,,,,,,,,0,-0.22
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,UCP,56,106.7,pct,,,,,81.2,,,,,,,,,0,0.81
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,FJP,61,92.1,pct,,,,,84.7,,,,,,,,,0,1.58
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,HCP,49,54.6,pct,,,,,70.0,,,,,,,,,0,-1.49
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,HAD,48,69.1,pct,,,,,73.8,,,,,,,,,0,-0.67
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,HCI,54,67.4,pct,,,,,80.6,,,,,,,,,0,0.68
demos,XQPrimaryRUCA,ruca=Urban (RUCA 1),,GHI,64,97.1,pct,,,,,90.1,,,,,,,,,2,2.69
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,TOTAL,91,66.9,pct,,,,,8.7,,,,,,,,,0,0.0
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,TSP,4,1.3,pct,,,,,6.2,,,,,,,,,0,-0.72
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,CEC,9,9.3,pct,,,,,13.2,,,,,,,,,0,1.37
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,TC,4,4.9,pct,,,,,5.8,,,,,,,,,0,-0.89
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,HF,4,2.9,pct,,,,,9.3,,,,,,,,,0,0.14
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,PP,8,2.6,pct,,,,,12.9,,,,,,,,,0,1.21
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,WE,8,10.8,pct,,,,,11.4,,,,,,,,,0,0.83
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,PFF,7,3.0,pct,,,,,12.1,,,,,,,,,0,0.93
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,HHN,2,1.2,pct,,,,,3.3,,,,,,,,,0,-1.52
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,MFL,5,3.0,pct,,,,,7.2,,,,,,,,,0,-0.45
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,VS,4,4.4,pct,,,,,6.0,,,,,,,,,0,-0.82
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,UCP,6,1.2,pct,,,,,8.7,,,,,,,,,0,-0.01
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,FJP,6,4.7,pct,,,,,8.3,,,,,,,,,0,-0.12
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,HCP,9,5.3,pct,,,,,12.9,,,,,,,,,0,1.27
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,HAD,6,8.1,pct,,,,,9.2,,,,,,,,,0,0.15
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,HCI,7,2.9,pct,,,,,10.4,,,,,,,,,0,0.52
demos,XQPrimaryRUCA,ruca=Suburban (RUCA 2-3),,GHI,2,1.2,pct,,,,,2.8,,,,,,,,,0,-1.83
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,TOTAL,80,79.5,pct,,,,,7.7,,,,,,,,,0,0.0
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,TSP,7,3.1,pct,,,,,10.9,,,,,,,,,0,1.02
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,CEC,7,7.9,pct,,,,,10.3,,,,,,,,,0,0.84
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,TC,4,3.0,pct,,,,,5.8,,,,,,,,,0,-0.6
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,HF,8,4.7,pct,,,,,18.6,,,,,,,,,2,2.75
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,PP,7,2.8,pct,,,,,11.3,,,,,,,,,0,1.11
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,WE,3,3.4,pct,,,,,4.3,,,,,,,,,0,-1.1
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,PFF,2,1.9,pct,,,,,3.4,,,,,,,,,0,-1.24
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,HHN,3,0.6,pct,,,,,5.0,,,,,,,,,0,-0.8
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,MFL,8,8.9,pct,,,,,11.6,,,,,,,,,0,1.27
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,VS,6,6.1,pct,,,,,9.0,,,,,,,,,0,0.41
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,UCP,4,5.0,pct,,,,,5.8,,,,,,,,,0,-0.6
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,FJP,3,8.3,pct,,,,,4.2,,,,,,,,,0,-1.16
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,HCP,8,9.4,pct,,,,,11.4,,,,,,,,,0,1.23
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,HAD,5,6.9,pct,,,,,7.7,,,,,,,,,0,0.01
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,HCI,3,1.2,pct,,,,,4.5,,,,,,,,,0,-1.01
demos,XQPrimaryRUCA,ruca=Exurban (RUCA 4-6),,GHI,2,6.3,pct,,,,,2.8,,,,,,,,,0,-1.59
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,TOTAL,23,21.2,pct,,,,,2.2,,,,,,,,,0,0.0
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,TSP,0,0.0,pct,,,,,0.0,,,,,,,,,0,-1.24
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,CEC,1,0.7,pct,,,,,1.5,,,,,,,,,0,-0.43
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,TC,1,0.8,pct,,,,,1.4,,,,,,,,,0,-0.44
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,HF,1,0.5,pct,,,,,2.3,,,,,,,,,0,0.06
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,PP,5,2.3,pct,,,,,8.1,,,,,,,,,2,3.24
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,WE,4,5.3,pct,,,,,5.7,,,,,,,,,1,2.07
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,PFF,2,2.7,pct,,,,,3.4,,,,,,,,,0,0.66
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,HHN,0,0.0,pct,,,,,0.0,,,,,,,,,0,-1.2
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,MFL,1,0.6,pct,,,,,1.4,,,,,,,,,0,-0.44
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,VS,1,0.9,pct,,,,,1.5,,,,,,,,,0,-0.41
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,UCP,0,0.0,pct,,,,,0.0,,,,,,,,,0,-1.29
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,FJP,0,0.0,pct,,,,,0.0,,,,,,,,,0,-1.32
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,HCP,1,3.5,pct,,,,,1.4,,,,,,,,,0,-0.46
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,HAD,2,1.1,pct,,,,,3.1,,,,,,,,,0,0.5
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,HCI,1,0.9,pct,,,,,1.5,,,,,,,,,0,-0.41
demos,XQPrimaryRUCA,ruca=Small Town Rural (RUCA 7-9),,GHI,3,1.9,pct,,,,,4.2,,,,,,,,,0,1.2
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,TOTAL,43,27.8,pct,,,,,4.1,,,,,,,,,0,0.0
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,TSP,5,1.3,pct,,,,,7.8,,,,,,,,,0,1.53
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,CEC,1,0.5,pct,,,,,1.5,,,,,,,,,0,-1.14
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,TC,1,0.9,pct,,,,,1.4,,,,,,,,,0,-1.15
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,HF,2,1.1,pct,,,,,4.7,,,,,,,,,0,0.18
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,PP,5,1.8,pct,,,,,8.1,,,,,,,,,0,1.61
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,WE,1,1.9,pct,,,,,1.4,,,,,,,,,0,-1.17
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,PFF,2,1.7,pct,,,,,3.4,,,,,,,,,0,-0.26
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,HHN,4,1.7,pct,,,,,6.7,,,,,,,,,0,1.02
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,MFL,3,2.0,pct,,,,,4.3,,,,,,,,,0,0.1
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,VS,5,3.8,pct,,,,,7.5,,,,,,,,,0,1.42
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,UCP,3,1.0,pct,,,,,4.3,,,,,,,,,0,0.1
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,FJP,2,0.5,pct,,,,,2.8,,,,,,,,,0,-0.59
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,HCP,3,8.5,pct,,,,,4.3,,,,,,,,,0,0.07
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,HAD,4,0.8,pct,,,,,6.2,,,,,,,,,0,0.85
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,HCI,2,0.4,pct,,,,,3.0,,,,,,,,,0,-0.48
demos,XQPrimaryRUCA,ruca=Rural (RUCA 10),,GHI,0,0.0,pct,,,,,0.0,,,,,,,,,0,-1.81
demos,XEDU_CAT,education=High school or GED,,TOTAL,169,162.8,pct,,,,,16.2,,,,,,,,,0,0.0
demos,XEDU_CAT,education=High school or GED,,TSP,16,7.4,pct,,,,,25.0,,,,,,,,,1,1.98
demos,XEDU_CAT,education=High school or GED,,CEC,12,13.8,pct,,,,,17.6,,,,,,,,,0,0.34
demos,XEDU_CAT,education=High school or GED,,TC,8,6.4,pct,,,,,11.6,,,,,,,,,0,-1.07
demos,XEDU_CAT,education=High school or GED,,HF,9,5.5,pct,,,,,20.9,,,,,,,,,0,0.86
demos,XEDU_CAT,education=High school or GED,,PP,18,8.0,pct,,,,,29.0,,,,,,,,,2,2.83
demos,XEDU_CAT,education=High school or GED,,WE,10,13.1,pct,,,,,14.3,,,,,,,,,0,-0.45
demos,XEDU_CAT,education=High school or GED,,PFF,8,6.3,pct,,,,,13.8,,,,,,,,,0,-0.51
demos,XEDU_CAT,education=High school or GED,,HHN,9,4.6,pct,,,,,15.0,,,,,,,,,0,-0.26
demos,XEDU_CAT,education=High school or GED,,MFL,10,10.2,pct,,,,,14.5,,,,,,,,,0,-0.4
demos,XEDU_CAT,education=High school or GED,,VS,17,16.6,pct,,,,,25.4,,,,,,,,,1,2.11
demos,XEDU_CAT,education=High school or GED,,UCP,6,15.6,pct,,,,,8.7,,,,,,,,,0,-1.75
demos,XEDU_CAT,education=High school or GED,,FJP,11,20.6,pct,,,,,15.3,,,,,,,,,0,-0.22
demos,XEDU_CAT,education=High school or GED,,HCP,15,17.6,pct,,,,,21.4,,,,,,,,,0,1.23
demos,XEDU_CAT,education=High school or GED,,HAD,10,8.9,pct,,,,,15.4,,,,,,,,,0,-0.18
demos,XEDU_CAT,education=High school or GED,,HCI,6,2.7,pct,,,,,9.0,,,,,,,,,0,-1.66
demos,XEDU_CAT,education=High school or GED,,GHI,4,5.6,pct,,,,,5.6,,,,,,,,,1,-2.5
demos,XEDU_CAT,"education=Some college, no degree",,TOTAL,215,183.8,pct,,,,,20.6,,,,,,,,,0,0.0
demos,XEDU_CAT,"education=Some college, no degree",,TSP,11,4.2,pct,,,,,17.2,,,,,,,,,0,-0.7
demos,XEDU_CAT,"education=Some college, no degree",,CEC,16,16.0,pct,,,,,23.5,,,,,,,,,0,0.62
demos,XEDU_CAT,"education=Some college, no degree",,TC,13,12.2,pct,,,,,18.8,,,,,,,,,0,-0.37
demos,XEDU_CAT,"education=Some college, no degree",,HF,9,3.9,pct,,,,,20.9,,,,,,,,,0,0.06
demos,XEDU_CAT,"education=Some college, no degree",,PP,13,6.3,pct,,,,,21.0,,,,,,,,,0,0.08
demos,XEDU_CAT,"education=Some college, no degree",,WE,15,20.2,pct,,,,,21.4,,,,,,,,,0,0.18
demos,XEDU_CAT,"education=Some college, no degree",,PFF,17,15.3,pct,,,,,29.3,,,,,,,,,0,1.69
demos,XEDU_CAT,"education=Some college, no degree",,HHN,13,4.2,pct,,,,,21.7,,,,,,,,,0,0.21
demos,XEDU_CAT,"education=Some college, no degree",,MFL,19,17.1,pct,,,,,27.5,,,,,,,,,0,1.48
demos,XEDU_CAT,"education=Some college, no degree",,VS,15,9.6,pct,,,,,22.4,,,,,,,,,0,0.38
demos,XEDU_CAT,"education=Some college, no degree",,UCP,11,7.9,pct,,,,,15.9,,,,,,,,,0,-0.99
demos,XEDU_CAT,"education=Some college, no degree",,FJP,17,21.2,pct,,,,,23.6,,,,,,,,,0,0.66
demos,XEDU_CAT,"education=Some college, no degree",,HCP,13,6.6,pct,,,,,18.6,,,,,,,,,0,-0.43
demos,XEDU_CAT,"education=Some college, no degree",,HAD,14,19.6,pct,,,,,21.5,,,,,,,,,0,0.19
demos,XEDU_CAT,"education=Some college, no degree",,HCI,8,8.5,pct,,,,,11.9,,,,,,,,,0,-1.81
demos,XEDU_CAT,"education=Some college, no degree",,GHI,11,11.2,pct,,,,,15.5,,,,,,,,,0,-1.1
demos,XEDU_CAT,education=Associate's,,TOTAL,142,172.3,pct,,,,,13.6,,,,,,,,,0,0.0
demos,XEDU_CAT,education=Associate's,,TSP,14,5.6,pct,,,,,21.9,,,,,,,,,1,1.99
demos,XEDU_CAT,education=Associate's,,CEC,7,7.7,pct,,,,,10.3,,,,,,,,,0,-0.82
demos,XEDU_CAT,education=Associate's,,TC,6,5.1,pct,,,,,8.7,,,,,,,,,0,-1.23
demos,XEDU_CAT,education=Associate's,,HF,11,6.7,pct,,,,,25.6,,,,,,,,,1,2.34
demos,XEDU_CAT,education=Associate's,,PP,13,5.9,pct,,,,,21.0,,,,,,,,,0,1.74
demos,XEDU_CAT,education=Associate's,,WE,8,9.7,pct,,,,,11.4,,,,,,,,,0,-0.55
demos,XEDU_CAT,education=Associate's,,PFF,6,3.7,pct,,,,,10.3,,,,,,,,,0,-0.74
demos,XEDU_CAT,education=Associate's,,HHN,7,4.2,pct,,,,,11.7,,,,,,,,,0,-0.45
demos,XEDU_CAT,education=Associate's,,MFL,6,4.2,pct,,,,,8.7,,,,,,,,,0,-1.23
demos,XEDU_CAT,education=Associate's,,VS,11,8.9,pct,,,,,16.4,,,,,,,,,0,0.7
demos,XEDU_CAT,education=Associate's,,UCP,8,8.2,pct,,,,,11.6,,,,,,,,,0,-0.5
demos,XEDU_CAT,education=Associate's,,FJP,5,4.9,pct,,,,,6.9,,,,,,,,,0,-1.71
demos,XEDU_CAT,education=Associate's,,HCP,13,18.4,pct,,,,,18.6,,,,,,,,,0,1.26
demos,XEDU_CAT,education=Associate's,,HAD,10,27.0,pct,,,,,15.4,,,,,,,,,0,0.43
demos,XEDU_CAT,education=Associate's,,HCI,10,17.8,pct,,,,,14.9,,,,,,,,,0,0.33
demos,XEDU_CAT,education=Associate's,,GHI,7,34.4,pct,,,,,9.9,,,,,,,,,0,-0.95
demos,XEDU_CAT,education=Bachelor's,,TOTAL,343,353.1,pct,,,,,32.9,,,,,,,,,0,0.0
demos,XEDU_CAT,education=Bachelor's,,TSP,16,5.7,pct,,,,,25.0,,,,,,,,,0,-1.38
demos,XEDU_CAT,education=Bachelor's,,CEC,22,19.4,pct,,,,,32.4,,,,,,,,,0,-0.09
demos,XEDU_CAT,education=Bachelor's,,TC,28,23.8,pct,,,,,40.6,,,,,,,,,0,1.41
demos,XEDU_CAT,education=Bachelor's,,HF,8,3.9,pct,,,,,18.6,,,,,,,,,1,-2.03
demos,XEDU_CAT,education=Bachelor's,,PP,13,3.7,pct,,,,,21.0,,,,,,,,,1,-2.05
demos,XEDU_CAT,education=Bachelor's,,WE,23,33.3,pct,,,,,32.9,,,,,,,,,0,0.0
demos,XEDU_CAT,education=Bachelor's,,PFF,21,16.1,pct,,,,,36.2,,,,,,,,,0,0.56
demos,XEDU_CAT,education=Bachelor's,,HHN,17,8.7,pct,,,,,28.3,,,,,,,,,0,-0.77
demos,XEDU_CAT,education=Bachelor's,,MFL,28,18.9,pct,,,,,40.6,,,,,,,,,0,1.41
demos,XEDU_CAT,education=Bachelor's,,VS,21,14.9,pct,,,,,31.3,,,,,,,,,0,-0.27
demos,XEDU_CAT,education=Bachelor's,,UCP,29,56.2,pct,,,,,42.0,,,,,,,,,0,1.68
demos,XEDU_CAT,education=Bachelor's,,FJP,23,42.4,pct,,,,,31.9,,,,,,,,,0,-0.17
demos,XEDU_CAT,education=Bachelor's,,HCP,13,14.0,pct,,,,,18.6,,,,,,,,,2,-2.63
demos,XEDU_CAT,education=Bachelor's,,HAD,20,21.6,pct,,,,,30.8,,,,,,,,,0,-0.37
demos,XEDU_CAT,education=Bachelor's,,HCI,28,25.9,pct,,,,,41.8,,,,,,,,,0,1.61
demos,XEDU_CAT,education=Bachelor's,,GHI,33,44.5,pct,,,,,46.5,,,,,,,,,1,2.53
demos,XEDU_CAT,education=Graduate / Professional,,TOTAL,172,171.0,pct,,,,,16.5,,,,,,,,,0,0.0
demos,XEDU_CAT,education=Graduate / Professional,,TSP,7,2.4,pct,,,,,10.9,,,,,,,,,0,-1.23
demos,XEDU_CAT,education=Graduate / Professional,,CEC,10,11.2,pct,,,,,14.7,,,,,,,,,0,-0.41
demos,XEDU_CAT,education=Graduate / Professional,,TC,13,11.9,pct,,,,,18.8,,,,,,,,,0,0.55
demos,XEDU_CAT,education=Graduate / Professional,,HF,6,4.0,pct,,,,,14.0,,,,,,,,,0,-0.46
demos,XEDU_CAT,education=Graduate / Professional,,PP,5,1.9,pct,,,,,8.1,,,,,,,,,0,-1.84
demos,XEDU_CAT,education=Graduate / Professional,,WE,14,19.8,pct,,,,,20.0,,,,,,,,,0,0.82
demos,XEDU_CAT,education=Graduate / Professional,,PFF,6,3.6,pct,,,,,10.3,,,,,,,,,0,-1.3
demos,XEDU_CAT,education=Graduate / Professional,,HHN,13,6.2,pct,,,,,21.7,,,,,,,,,0,1.12
demos,XEDU_CAT,education=Graduate / Professional,,MFL,6,2.6,pct,,,,,8.7,,,,,,,,,0,-1.8
demos,XEDU_CAT,education=Graduate / Professional,,VS,3,2.5,pct,,,,,4.5,,,,,,,,,2,-2.74
demos,XEDU_CAT,education=Graduate / Professional,,UCP,15,26.1,pct,,,,,21.7,,,,,,,,,0,1.22
demos,XEDU_CAT,education=Graduate / Professional,,FJP,16,16.6,pct,,,,,22.2,,,,,,,,,0,1.36
demos,XEDU_CAT,education=Graduate / Professional,,HCP,16,24.7,pct,,,,,22.9,,,,,,,,,0,1.49
demos,XEDU_CAT,education=Graduate / Professional,,HAD,11,8.8,pct,,,,,16.9,,,,,,,,,0,0.1
demos,XEDU_CAT,education=Graduate / Professional,,HCI,15,17.9,pct,,,,,22.4,,,,,,,,,0,1.35
demos,XEDU_CAT,education=Graduate / Professional,,GHI,16,10.7,pct,,,,,22.5,,,,,,,,,0,1.43
demos,QVET,vet=Yes — currently serving,,TOTAL,5,1.8,pct,,,,,0.5,,,,,,,,,0,0.0
demos,QVET,vet=Yes — currently serving,,TSP,3,1.0,pct,,,,,4.7,,,,,,,,,2,5.03
demos,QVET,vet=Yes — currently serving,,CEC,0,0.0,pct,,,,,0.0,,,,,,,,,0,-0.59
demos,QVET,vet=Yes — currently serving,,TC,0,0.0,pct,,,,,0.0,,,,,,,,,0,-0.6
demos,QVET,vet=Yes — currently serving,,HF,2,0.8,pct,,,,,4.7,,,,,,,,,2,4.05
demos,QVET,vet=Yes — currently serving,,PP,0,0.0,pct,,,,,0.0,,,,,,,,,0,-0.56
demos,QVET,vet=Yes — currently serving,,WE,0,0.0,pct,,,,,0.0,,,,,,,,,0,-0.6
demos,QVET,vet=Yes — currently serving,,PFF,0,0.0,pct,,,,,0.0,,,,,,,,,0,-0.54
demos,QVET,vet=Yes — currently serving,,HHN,0,0.0,pct,,,,,0.0,,,,,,,,,0,-0.55
demos,QVET,vet=Yes — currently serving,,MFL,0,0.0,pct,,,,,0.0,,,,,,,,,0,-0.6
