source,item,code,wave,cut,n,n_wgt,metric,mean,top3,bot3,net,pct,val,f1,f2,f3,f4,f5,f6,f7,sig,stat
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,TOTAL,833,805.7,top3,4.6,56.8,22.0,34.8,,,6.2,6.1,9.7,21.1,24.3,21.6,10.9,0,0.0
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,TSP,30,9.8,top3,5.17,75.3,10.9,64.4,,,0.0,0.0,10.9,13.8,32.4,33.1,9.8,1,2.14
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,CEC,68,68.3,top3,5.52,76.6,4.6,72.0,,,0.0,0.0,4.6,18.8,21.2,30.2,25.2,2,2.59
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,TC,69,59.7,top3,5.51,79.6,6.5,73.1,,,0.0,0.0,6.5,14.0,27.2,26.6,25.8,1,2.4
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,HF,26,11.3,top3,4.94,64.4,24.5,39.9,,,9.6,0.0,14.9,11.1,10.9,33.6,19.9,0,0.87
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,PP,37,14.9,top3,4.88,63.2,20.2,43.0,,,1.4,10.5,8.3,16.7,20.4,27.9,14.9,0,-0.38
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,WE,62,79.2,top3,5.4,77.9,3.6,74.3,,,2.4,0.0,1.2,18.5,26.6,32.3,19.0,1,2.4
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,PFF,31,20.6,top3,5.27,76.2,10.9,65.3,,,10.9,0.0,0.0,12.9,13.4,42.5,20.3,1,2.24
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,HHN,38,14.4,top3,4.55,59.6,27.4,32.2,,,3.8,14.0,9.6,13.0,30.2,14.6,14.8,0,-0.95
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,MFL,49,30.6,top3,5.3,76.6,8.6,68.0,,,0.0,2.8,5.8,14.8,34.4,19.8,22.4,1,2.2
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,VS,50,33.8,top3,5.19,70.4,4.0,66.4,,,0.0,3.4,0.6,25.6,29.1,26.3,15.0,2,2.59
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,UCP,39,31.8,top3,3.37,28.2,49.7,-21.5,,,4.3,42.0,3.4,22.1,21.0,5.3,1.9,2,-4.95
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,FJP,72,105.6,top3,3.68,31.8,39.1,-7.3,,,14.1,11.9,13.1,29.1,16.7,14.4,0.7,2,-5.13
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,HCP,70,81.2,top3,4.33,50.7,28.2,22.5,,,13.0,6.4,8.8,21.1,16.5,25.4,8.8,2,-2.76
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,HAD,54,65.0,top3,4.38,50.8,26.7,24.1,,,2.2,0.3,24.2,22.4,34.9,12.8,3.1,0,-0.04
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,HCI,67,72.9,top3,4.53,57.8,18.9,38.9,,,8.6,9.3,1.0,23.3,24.9,25.5,7.4,0,1.71
items,QHIVSTIGMAr1,HIVSTIGMA_SB_1,,GHI,71,106.5,top3,3.91,39.3,37.1,2.2,,,8.9,5.1,23.1,23.6,28.6,9.9,0.8,2,-3.69
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,TOTAL,833,805.7,top3,4.6,59.0,19.6,39.4,,,7.3,6.9,5.4,21.4,27.9,19.8,11.3,0,0.0
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,TSP,30,9.8,top3,5.2,67.8,9.6,58.2,,,0.0,2.1,7.5,22.7,26.3,18.7,22.8,0,1.92
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,CEC,68,68.3,top3,5.17,73.9,8.3,65.6,,,3.8,0.6,3.9,17.7,30.0,27.6,16.3,1,2.41
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,TC,69,59.7,top3,5.23,76.1,7.2,68.9,,,1.1,0.9,5.2,16.8,39.2,16.7,20.2,2,2.76
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,HF,26,11.3,top3,5.51,75.6,3.5,72.1,,,3.5,0.0,0.0,21.1,21.2,23.1,31.3,1,2.22
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,PP,37,14.9,top3,5.08,65.3,12.7,52.6,,,1.4,3.7,7.6,22.0,15.4,38.2,11.7,0,-0.38
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,WE,62,79.2,top3,5.17,71.9,11.8,60.1,,,3.8,3.0,5.0,16.3,22.3,31.8,17.8,0,1.6
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,PFF,31,20.6,top3,5.06,68.7,11.0,57.7,,,3.6,3.3,4.1,20.3,28.4,21.0,19.3,1,2.04
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,HHN,38,14.4,top3,4.91,67.5,10.6,56.9,,,3.8,3.5,3.3,21.9,28.9,32.4,6.2,0,-0.24
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,MFL,49,30.6,top3,5.16,67.1,9.1,58.0,,,0.0,0.0,9.1,23.8,25.8,24.3,17.0,0,1.41
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,VS,50,33.8,top3,4.86,61.0,7.3,53.7,,,1.1,5.1,1.1,31.7,33.1,16.2,11.7,1,2.11
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,UCP,39,31.8,top3,4.47,42.6,20.2,22.4,,,6.2,10.2,3.8,37.1,16.4,5.3,20.9,2,-3.79
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,FJP,72,105.6,top3,3.71,39.2,44.2,-5.0,,,14.5,11.9,17.8,16.7,22.9,15.8,0.5,2,-3.03
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,HCP,70,81.2,top3,4.32,58.8,24.5,34.3,,,13.6,8.2,2.7,16.6,34.3,15.6,8.9,2,-2.76
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,HAD,54,65.0,top3,5.2,68.6,5.3,63.3,,,2.2,0.9,2.2,26.0,27.8,19.1,21.7,0,-0.37
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,HCI,67,72.9,top3,4.35,57.3,20.4,36.9,,,9.5,9.3,1.6,22.3,35.1,17.7,4.5,0,0.77
items,QHIVSTIGMAr2,HIVSTIGMA_SB_2,,GHI,71,106.5,top3,3.8,40.5,32.9,7.6,,,13.0,17.3,2.6,26.5,24.5,15.8,0.2,2,-4.92
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,TOTAL,833,805.7,top3,4.84,57.6,20.6,37.0,,,3.8,6.0,10.8,21.9,17.7,19.4,20.5,0,0.0
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,TSP,30,9.8,top3,4.75,55.1,23.2,31.9,,,0.0,14.6,8.6,21.8,15.3,22.3,17.5,0,-0.74
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,CEC,68,68.3,top3,4.62,51.7,15.3,36.4,,,4.9,5.6,4.8,33.1,25.5,11.6,14.6,0,-0.63
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,TC,69,59.7,top3,4.67,59.4,15.4,44.0,,,4.6,2.0,8.8,25.1,29.4,25.7,4.3,0,-0.26
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,HF,26,11.3,top3,3.84,41.4,34.8,6.6,,,21.3,7.7,5.8,23.8,20.1,14.7,6.6,0,-1.49
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,PP,37,14.9,top3,4.7,55.5,20.6,34.9,,,2.5,4.2,13.9,23.9,21.6,23.1,10.8,0,-0.31
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,WE,62,79.2,top3,4.29,38.9,26.2,12.7,,,2.5,10.2,13.5,35.0,11.6,22.5,4.8,2,-3.21
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,PFF,31,20.6,top3,4.05,54.7,36.1,18.6,,,18.7,9.0,8.4,9.2,22.9,30.6,1.2,0,-0.56
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,HHN,38,14.4,top3,5.09,63.1,16.9,46.2,,,1.7,2.8,12.4,20.0,18.9,19.5,24.7,0,-0.16
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,MFL,49,30.6,top3,4.18,41.8,41.2,0.6,,,5.7,16.3,19.2,17.0,6.8,24.4,10.6,1,-1.99
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,VS,50,33.8,top3,4.12,36.8,32.1,4.7,,,5.7,9.5,16.9,31.2,17.8,10.0,9.0,2,-3.32
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,UCP,39,31.8,top3,6.57,97.5,0.6,96.9,,,0.6,0.0,0.0,1.9,10.2,13.1,74.2,2,4.28
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,FJP,72,105.6,top3,5.28,73.5,15.7,57.8,,,3.5,5.7,6.5,10.8,13.9,36.3,23.3,2,2.81
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,HCP,70,81.2,top3,4.84,51.4,21.1,30.3,,,0.2,7.4,13.5,27.3,16.5,8.5,26.4,0,1.62
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,HAD,54,65.0,top3,4.37,48.1,34.0,14.1,,,12.2,1.6,20.2,18.0,21.6,4.2,22.3,0,-1.29
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,HCI,67,72.9,top3,4.24,42.4,32.0,10.4,,,0.0,8.6,23.4,25.6,23.5,15.5,3.4,0,-0.23
items,QHIVSTIGMAr3,HIVSTIGMA_SD_1,,GHI,71,106.5,top3,5.9,80.8,2.7,78.1,,,0.0,2.1,0.6,16.4,12.3,23.4,45.1,2,4.22
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,TOTAL,833,805.7,top3,4.97,61.9,16.5,45.4,,,2.8,5.8,7.9,21.6,18.7,23.7,19.5,0,0.0
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,TSP,30,9.8,top3,4.44,42.7,28.4,14.3,,,4.1,9.6,14.7,28.9,6.4,24.7,11.6,1,-2.1
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,CEC,68,68.3,top3,4.51,50.8,21.4,29.4,,,6.1,9.7,5.6,27.8,23.4,11.2,16.2,0,-1.24
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,TC,69,59.7,top3,4.73,60.2,16.3,43.9,,,3.7,5.1,7.5,23.7,24.6,29.8,5.8,0,0.66
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,HF,26,11.3,top3,4.12,39.9,29.7,10.2,,,13.7,1.8,14.2,30.4,18.9,11.2,9.8,1,-2.12
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,PP,37,14.9,top3,4.79,57.4,20.2,37.2,,,2.5,2.8,14.9,22.4,21.7,21.4,14.3,0,-0.23
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,WE,62,79.2,top3,4.47,47.5,24.0,23.5,,,1.5,9.9,12.6,28.6,15.9,26.3,5.3,2,-2.77
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,PFF,31,20.6,top3,4.1,50.2,30.5,19.7,,,15.4,3.3,11.8,19.2,28.3,19.5,2.4,0,-1.17
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,HHN,38,14.4,top3,5.08,59.7,15.2,44.5,,,1.4,1.4,12.4,25.0,13.8,24.5,21.4,0,-0.43
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,MFL,49,30.6,top3,4.38,38.0,25.9,12.1,,,5.7,1.3,18.9,36.1,8.3,21.1,8.6,2,-2.9
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,VS,50,33.8,top3,4.4,37.4,28.0,9.4,,,2.0,7.4,18.6,34.5,12.6,8.1,16.7,2,-3.34
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,UCP,39,31.8,top3,6.4,98.1,0.0,98.1,,,0.0,0.0,0.0,1.9,13.6,26.8,57.7,2,4.38
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,FJP,72,105.6,top3,5.48,77.2,10.5,66.7,,,0.0,9.0,1.5,12.4,14.5,34.9,27.8,2,3.71
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,HCP,70,81.2,top3,5.35,71.1,10.0,61.1,,,0.2,0.8,9.0,18.8,22.9,21.6,26.6,1,2.28
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,HAD,54,65.0,top3,4.15,40.8,41.7,-0.9,,,10.6,20.2,10.9,17.5,5.9,12.8,22.1,0,-1.04
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,HCI,67,72.9,top3,4.89,73.2,11.5,61.7,,,0.0,0.6,10.9,15.5,47.8,22.6,2.8,0,-0.06
items,QHIVSTIGMAr4,HIVSTIGMA_SD_2,,GHI,71,106.5,top3,5.74,74.7,0.2,74.5,,,0.0,0.0,0.2,25.2,9.2,31.4,34.1,2,4.13
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,TOTAL,833,805.7,top3,4.06,43.8,38.4,5.4,,,14.7,14.6,9.1,17.9,14.5,14.4,14.9,0,0.0
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,TSP,30,9.8,top3,4.77,62.4,20.0,42.4,,,0.0,9.9,10.1,17.7,28.1,24.5,9.8,0,1.18
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,CEC,68,68.3,top3,5.1,61.5,15.9,45.6,,,2.3,4.0,9.6,22.6,16.1,17.9,27.5,1,2.12
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,TC,69,59.7,top3,4.86,63.0,14.3,48.7,,,2.0,4.8,7.5,22.6,25.5,28.8,8.7,2,2.73
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,HF,26,11.3,top3,5.73,80.0,3.5,76.5,,,0.0,3.5,0.0,16.6,14.6,30.4,35.0,2,2.85
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,PP,37,14.9,top3,5.39,67.5,12.4,55.1,,,1.4,6.6,4.4,20.0,16.4,9.0,42.1,0,0.91
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,WE,62,79.2,top3,5.63,75.8,11.7,64.1,,,4.9,0.0,6.8,12.6,9.4,24.5,41.9,2,5.11
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,PFF,31,20.6,top3,5.84,82.5,4.1,78.4,,,4.1,0.0,0.0,13.4,8.9,33.8,39.8,2,3.91
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,HHN,38,14.4,top3,5.4,75.9,9.5,66.4,,,1.7,3.1,4.7,14.6,26.5,18.5,30.9,0,1.73
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,MFL,49,30.6,top3,5.27,68.4,12.1,56.3,,,0.0,6.0,6.1,19.5,14.6,30.8,23.0,2,2.88
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,VS,50,33.8,top3,5.68,82.6,9.4,73.2,,,0.0,4.1,5.3,8.1,19.2,27.3,36.1,2,4.16
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,UCP,39,31.8,top3,1.9,5.3,92.2,-86.9,,,38.8,50.2,3.2,2.5,0.6,4.7,0.0,2,-5.67
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,FJP,72,105.6,top3,3.07,26.4,64.4,-38.0,,,32.0,20.0,12.4,9.3,5.8,11.8,8.8,2,-4.34
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,HCP,70,81.2,top3,3.18,31.6,52.3,-20.7,,,32.2,3.4,16.7,16.1,28.1,1.2,2.3,2,-4.15
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,HAD,54,65.0,top3,4.23,37.1,20.0,17.1,,,3.2,10.7,6.1,42.9,24.0,2.9,10.2,0,-1.89
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,HCI,67,72.9,top3,3.6,31.7,48.8,-17.1,,,8.3,28.3,12.2,19.4,11.3,19.3,1.1,0,-1.31
items,QHIVSTIGMAr5,HIVSTIGMA_EQ_1,,GHI,71,106.5,top3,2.45,8.0,73.7,-65.7,,,28.2,36.2,9.3,18.2,6.1,0.8,1.1,2,-6.98
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,TOTAL,833,805.7,top3,4.41,52.2,31.1,21.1,,,13.2,10.8,7.1,16.7,17.2,12.9,22.1,0,0.0
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,TSP,30,9.8,top3,5.01,64.0,18.8,45.2,,,9.3,0.0,9.5,17.1,12.7,28.3,23.0,1,2.03
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,CEC,68,68.3,top3,5.88,80.7,4.6,76.1,,,0.6,1.3,2.7,14.7,15.2,16.7,48.8,2,3.93
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,TC,69,59.7,top3,5.3,71.5,3.9,67.6,,,0.0,2.3,1.6,24.6,30.8,17.2,23.5,2,3.01
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,HF,26,11.3,top3,5.21,67.5,11.0,56.5,,,11.0,0.0,0.0,21.5,15.3,18.0,34.2,0,1.46
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,PP,37,14.9,top3,5.48,79.2,6.1,73.1,,,0.0,6.1,0.0,14.6,32.8,12.3,34.1,1,2.22
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,WE,62,79.2,top3,5.95,86.9,4.7,82.2,,,0.0,0.0,4.7,8.4,18.4,24.1,44.4,2,4.72
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,PFF,31,20.6,top3,5.84,81.3,0.0,81.3,,,0.0,0.0,0.0,18.7,23.6,12.2,45.5,2,3.64
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,HHN,38,14.4,top3,5.36,74.7,4.4,70.3,,,0.0,1.4,3.0,20.9,39.1,4.5,31.1,0,1.67
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,MFL,49,30.6,top3,5.68,83.1,10.9,72.2,,,3.0,1.0,6.9,6.1,9.0,45.2,28.9,2,3.54
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,VS,50,33.8,top3,5.99,80.6,5.7,74.9,,,0.0,4.6,1.1,13.7,11.2,9.7,59.7,2,3.34
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,UCP,39,31.8,top3,3.88,49.9,48.2,1.7,,,27.2,1.3,19.7,1.9,23.7,10.8,15.4,2,-4.79
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,FJP,72,105.6,top3,3.04,24.0,57.6,-33.6,,,30.4,21.7,5.5,18.5,11.0,6.1,6.9,2,-6.39
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,HCP,70,81.2,top3,3.79,47.9,42.6,5.3,,,23.2,14.5,4.9,9.6,22.7,15.6,9.6,2,-3.43
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,HAD,54,65.0,top3,4.71,46.3,18.9,27.4,,,0.9,1.3,16.7,34.8,21.3,3.5,21.5,0,-1.93
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,HCI,67,72.9,top3,4.01,39.4,43.0,-3.6,,,0.6,30.3,12.1,17.5,14.0,14.9,10.5,0,-1.02
items,QHIVSTIGMAr6,HIVSTIGMA_EQ_2,,GHI,71,106.5,top3,2.35,8.7,72.6,-63.9,,,39.6,22.5,10.5,18.7,8.3,0.2,0.2,2,-8.54
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,TOTAL,833,805.7,top3,5.58,79.0,10.0,69.0,,,2.3,4.4,3.3,11.0,16.5,27.0,35.5,0,0.0
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,TSP,30,9.8,top3,5.25,69.7,18.2,51.5,,,0.0,2.1,16.1,12.1,15.3,33.5,20.9,0,-0.36
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,CEC,68,68.3,top3,4.9,64.0,20.5,43.5,,,1.3,13.7,5.5,15.5,21.4,22.0,20.6,2,-2.6
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,TC,69,59.7,top3,5.3,79.7,10.4,69.3,,,5.7,0.0,4.7,9.9,23.3,41.0,15.4,0,1.32
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,HF,26,11.3,top3,4.92,68.9,16.5,52.4,,,9.9,4.6,2.0,14.6,27.7,18.7,22.5,0,-1.77
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,PP,37,14.9,top3,5.5,78.7,9.1,69.6,,,3.9,2.7,2.5,12.2,16.2,34.1,28.4,0,-0.06
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,WE,62,79.2,top3,4.59,56.9,23.4,33.5,,,7.7,10.0,5.7,19.7,17.0,28.5,11.4,2,-3.77
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,PFF,31,20.6,top3,4.68,53.0,20.4,32.6,,,7.5,3.3,9.6,26.6,6.0,40.1,6.9,2,-4.98
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,HHN,38,14.4,top3,5.54,80.6,6.1,74.5,,,4.4,0.0,1.7,13.3,21.9,29.6,29.1,0,-0.36
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,MFL,49,30.6,top3,5.42,71.8,11.1,60.7,,,6.1,2.6,2.4,16.9,15.0,17.7,39.1,0,-1.83
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,VS,50,33.8,top3,4.74,58.8,24.1,34.7,,,5.5,8.8,9.8,17.2,15.5,27.7,15.6,2,-3.1
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,UCP,39,31.8,top3,6.88,99.4,0.0,99.4,,,0.0,0.0,0.0,0.6,0.6,8.5,90.3,2,3.2
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,FJP,72,105.6,top3,6.39,94.3,0.0,94.3,,,0.0,0.0,0.0,5.7,5.1,33.4,55.8,2,3.82
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,HCP,70,81.2,top3,5.82,90.5,0.2,90.3,,,0.0,0.0,0.2,9.3,32.5,24.7,33.3,1,2.55
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,HAD,54,65.0,top3,5.58,80.8,11.5,69.3,,,1.3,9.6,0.6,7.7,15.7,29.4,35.7,0,-0.03
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,HCI,67,72.9,top3,5.5,79.5,9.8,69.7,,,0.0,8.3,1.5,10.6,20.0,30.5,29.0,0,1.5
items,QHIVSTIGMAr7,HIVSTIGMA_SC_1,,GHI,71,106.5,top3,6.19,88.6,5.1,83.5,,,0.0,0.0,5.1,6.3,12.2,17.0,59.4,2,3.77
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,TOTAL,833,805.7,top3,5.58,79.0,11.6,67.4,,,2.9,3.6,5.1,9.4,14.7,27.9,36.4,0,0.0
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,TSP,30,9.8,top3,5.36,71.7,14.7,57.0,,,0.0,2.1,12.6,13.5,21.9,18.7,31.1,0,-0.17
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,CEC,68,68.3,top3,5.12,68.6,12.9,55.7,,,0.0,6.6,6.3,18.5,20.9,32.4,15.3,0,-1.82
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,TC,69,59.7,top3,5.22,73.6,12.7,60.9,,,5.7,2.5,4.5,13.7,15.4,40.9,17.3,0,-0.23
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,HF,26,11.3,top3,5.04,71.0,15.2,55.8,,,4.6,10.6,0.0,13.8,24.5,25.2,21.3,0,-1.56
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,PP,37,14.9,top3,5.58,71.0,7.8,63.2,,,3.9,1.4,2.5,21.1,7.2,23.5,40.3,0,-1.15
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,WE,62,79.2,top3,4.87,69.3,25.5,43.8,,,1.6,7.5,16.4,5.2,23.2,38.3,7.8,0,-1.37
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,PFF,31,20.6,top3,4.71,61.3,24.3,37.0,,,16.9,1.3,6.1,14.5,12.5,28.2,20.6,2,-3.6
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,HHN,38,14.4,top3,4.99,65.3,22.3,43.0,,,3.0,7.0,12.3,12.5,14.1,33.1,18.1,0,-1.84
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,MFL,49,30.6,top3,5.24,70.0,16.6,53.4,,,8.1,3.1,5.4,13.3,9.9,30.4,29.7,1,-2.19
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,VS,50,33.8,top3,5.07,66.7,16.5,50.2,,,4.3,4.6,7.6,16.8,20.5,21.8,24.4,0,-1.74
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,UCP,39,31.8,top3,6.92,99.4,0.0,99.4,,,0.0,0.0,0.0,0.6,1.3,3.8,94.3,2,3.01
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,FJP,72,105.6,top3,6.34,99.5,0.0,99.5,,,0.0,0.0,0.0,0.5,16.3,32.3,50.9,2,4.13
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,HCP,70,81.2,top3,5.62,82.8,11.2,71.6,,,3.8,0.0,7.4,5.9,13.3,41.2,28.3,0,1.95
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,HAD,54,65.0,top3,5.39,68.6,18.6,50.0,,,9.3,0.0,9.3,12.9,11.5,6.1,51.0,0,0.31
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,HCI,67,72.9,top3,5.54,79.1,8.3,70.8,,,0.0,8.3,0.0,12.5,16.3,33.9,28.9,0,0.86
items,QHIVSTIGMAr8,HIVSTIGMA_SC_2,,GHI,71,106.5,top3,6.18,86.7,6.3,80.4,,,0.6,5.7,0.0,7.0,7.5,13.9,65.3,2,2.9
items,QHIVSTIGMAr9,HIVSTIGMA_CTRL_1,,TOTAL,833,805.7,top3,5.82,84.9,5.1,79.8,,,1.4,2.5,1.2,9.9,15.8,30.7,38.4,0,0.0
items,QHIVSTIGMAr9,HIVSTIGMA_CTRL_1,,TSP,30,9.8,top3,5.51,77.4,9.9,67.5,,,0.0,0.0,9.9,12.6,22.1,27.4,27.9,0,-0.44
items,QHIVSTIGMAr9,HIVSTIGMA_CTRL_1,,CEC,68,68.3,top3,6.09,90.3,1.3,89.0,,,0.0,0.0,1.3,8.4,15.7,28.9,45.7,0,1.27
items,QHIVSTIGMAr9,HIVSTIGMA_CTRL_1,,TC,69,59.7,top3,6.14,93.2,0.9,92.3,,,0.0,0.0,0.9,5.9,16.2,32.3,44.7,0,1.67
items,QHIVSTIGMAr9,HIVSTIGMA_CTRL_1,,HF,26,11.3,top3,5.36,70.0,8.9,61.1,,,6.3,2.6,0.0,21.0,12.2,25.2,32.6,1,-2.52
items,QHIVSTIGMAr9,HIVSTIGMA_CTRL_1,,PP,37,14.9,top3,5.65,83.5,7.0,76.5,,,3.1,1.4,2.5,9.4,17.0,37.1,29.4,0,-0.9
items,QHIVSTIGMAr9,HIVSTIGMA_CTRL_1,,WE,62,79.2,top3,5.89,85.4,3.5,81.9,,,0.0,0.0,3.5,11.1,10.6,42.4,32.4,0,0.24
items,QHIVSTIGMAr9,HIVSTIGMA_CTRL_1,,PFF,31,20.6,top3,5.13,71.1,8.7,62.4,,,7.2,0.0,1.5,20.2,33.3,10.7,27.1,0,-1.95
